"Sort_ID","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Checker","Country","Region","Site_name","Site_ID","Paper_year","Study_midyear","YearsOfData","Annual_coverage","Latitude","Longitude","Elevation","MAT","MAP","MPET","Study_temp","Study_precip","Manipulation","Manipulation_level","Manipulation_age","IGBP.x","Ecosystem_age","Species","Leaf_habit","Ecosystem_state","LAI","Soil_family","Soil_texture","Soil_sand","Soil_silt","Soil_clay","Soil_rock","Soil_depth","Soil_BD","Soil_pH","Soil_SAR","Soil_SOC","Soil_C_stock","Soil_N","Soil_CN","Crust","Ksat","E","I30","EI30_R","K","L","Slope","Plant_cover_C","P","Meas_method","Field_scale","Field_area","Measure_time","Measure_interval","Replication","ER_annual_paper","ER_annual_units","Convertor","ER_annual","ER_Sedt_se","ER_Sedt_sd","ER_max","ER_maxday","Sediment_annual","Runoff_annual","Runoff_se","Runoff_sd","Runoff_max","Runoff_max_day","Leaching","Leaching_unit","Leaching_type","Data_source","Notes","Comments1","Comments2","Comment3","X","X.1","X.2","Tannual_del","Pannual_del","Latitude2","Longitude2","IGBP.y","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","MAT_Del","MAP_Del","IGBP","Soil_Group","Meas_method_group"
1581,"2020-11-23",252,"Rao et al.",NA,"Q0","DE","JJ","India","Patancheru","ICRISAT Centre","IN-PT-M4",1991,1987,1,1,18,78,540,NA,765,NA,NA,NA,"Conservation ","Mulching ","","CRO",NA,"Leucaena","","",NA,"Alfisol","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.14591559,NA,NA,"Runoff plot","Runoff plot",110,"",NA,NA,"0.02","t/ha/a",1,0.02,NA,NA,NA,"",NA,0,NA,NA,NA,"",NA,"","","Table 6","From Evans et al 2020 ERL","236","","",NA,NA,NA,27.3,1177.4,17.75,77.75,"CRO","Agriculture","CRO",0,"Aw","A","Agriculture",26.5,979.56,"CRO","OTH","Runoff plot"
1582,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S1FOR",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"","Evergreen","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"3.429","t/ha/a",1,3.429,NA,NA,NA,"",NA,5.5,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1583,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S1FUR",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"3.962","t/ha/a",1,3.962,NA,NA,NA,"",NA,12.2,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"CRO","OTH","Runoff plot"
1584,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S1TEAK",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"Teak","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"7.325","t/ha/a",1,7.325,NA,NA,NA,"",NA,15.2,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1585,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S1TV",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"Teak and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"2.512","t/ha/a",1,2.512,NA,NA,NA,"",NA,8,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1586,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S2FOR",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"","Evergreen","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"1.253","t/ha/a",1,1.253,NA,NA,NA,"",NA,3.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1587,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S2FUR",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"7.441","t/ha/a",1,7.441,NA,NA,NA,"",NA,11.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"CRO","OTH","Runoff plot"
1588,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S2TEAK",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"Teak","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"6.862","t/ha/a",1,6.862,NA,NA,NA,"",NA,13.4,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1589,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S2TV",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"Teak and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"4.526","t/ha/a",1,4.526,NA,NA,NA,"",NA,8.2,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1590,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S3FOR",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"","Evergreen","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"1.353","t/ha/a",1,1.353,NA,NA,NA,"",NA,3.4,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1591,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S3FUR",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"4.089","t/ha/a",1,4.089,NA,NA,NA,"",NA,11.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"CRO","OTH","Runoff plot"
1592,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S3TEAK",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"Teak","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"12.25","t/ha/a",1,12.25,NA,NA,NA,"",NA,17.2,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1593,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Mae Taeng","TH-MT-S3TV",1998,1996,4,1,18.79,98.99,NA,NA,1053.8,NA,NA,1053.8,"Conservation ","","","FOR",NA,"Teak and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"5.24","t/ha/a",1,5.24,NA,NA,NA,"",NA,8.5,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1594,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S1FOR",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"","Evergreen","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.054","t/ha/a",1,0.054,NA,NA,NA,"",NA,6.1,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1595,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S1FUR",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.251","t/ha/a",1,0.251,NA,NA,NA,"",NA,12.3,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"CRO","OTH","Runoff plot"
1596,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S1TEAK",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"Pinus Kesiya","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.045","t/ha/a",1,0.045,NA,NA,NA,"",NA,10.5,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1597,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S1TV",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"P. Kesiya and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.041","t/ha/a",1,0.041,NA,NA,NA,"",NA,8.9,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1598,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S2FOR",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"","Evergreen","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.043","t/ha/a",1,0.043,NA,NA,NA,"",NA,5.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1599,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S2FUR",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.217","t/ha/a",1,0.217,NA,NA,NA,"",NA,8.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"CRO","OTH","Runoff plot"
1600,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S2TEAK",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"Pinus Kesiya","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.067","t/ha/a",1,0.067,NA,NA,NA,"",NA,9.7,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1601,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S2TV",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"P. Kesiya and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.048","t/ha/a",1,0.048,NA,NA,NA,"",NA,8.2,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1602,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S3FOR",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"","Evergreen","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.064","t/ha/a",1,0.064,NA,NA,NA,"",NA,7.8,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1603,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S3FUR",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.487","t/ha/a",1,0.487,NA,NA,NA,"",NA,15.7,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"CRO","OTH","Runoff plot"
1604,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S3TEAK",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"Pinus Kesiya","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.069","t/ha/a",1,0.069,NA,NA,NA,"",NA,13.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1605,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Wang","TH-WRS-S3TV",1998,1996,4,1,18.79,99,NA,NA,1562.2,NA,NA,1562.2,"Conservation ","","","FOR",NA,"P. Kesiya and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.049","t/ha/a",1,0.049,NA,NA,NA,"",NA,10,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,23.3583333333333,1231.1,18.75,98.75,"EBF","Forest","EF",0,"Aw","A","Tropic FOR",23.68,1125.16,"FOR","OTH","Runoff plot"
1606,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S1FOR",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"","Deciduous","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.235","t/ha/a",1,0.235,NA,NA,NA,"",NA,7.4,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
1607,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S1FUR",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.442","t/ha/a",1,0.442,NA,NA,NA,"",NA,30.9,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"CRO","OTH","Runoff plot"
1608,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S1TEAK",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"Teak","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.553","t/ha/a",1,0.553,NA,NA,NA,"",NA,12.9,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
1609,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S1TV",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"Teak and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11.4591559,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.388","t/ha/a",1,0.388,NA,NA,NA,"",NA,12.1,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
1610,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S2FOR",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"","Deciduous","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.247","t/ha/a",1,0.247,NA,NA,NA,"",NA,4.5,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
1611,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S2FUR",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conventional","","","CRO",NA,"Furrow","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.279","t/ha/a",1,0.279,NA,NA,NA,"",NA,10.1,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"CRO","OTH","Runoff plot"
1612,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S2TEAK",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"Teak","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.344","t/ha/a",1,0.344,NA,NA,NA,"",NA,12.4,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
1613,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S2TV",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"Teak and vetiver","","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.18873385,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.286","t/ha/a",1,0.286,NA,NA,NA,"",NA,12.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
1614,"2020-11-23",253,"Jirasuktaveekul",NA,"Q0","DE","JJ","Thailand","","Yom","TH-YOM-S3FOR",1998,1996,4,1,18.79,99.01,NA,NA,1156,NA,NA,1156,"Conservation ","","","FOR",NA,"","Deciduous","",NA,"","",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22.91831181,NA,NA,"Runoff plot","Runoff plot",160,"",NA,3,"0.251","t/ha/a",1,0.251,NA,NA,NA,"",NA,4.6,NA,NA,NA,"",NA,"","","Table 4","From Evans et al 2020 ERL","237","","",NA,NA,NA,25.0916666666667,1248.3,18.75,99.25,"WSA","Savanna","GRA",0,"Aw","A","Savanna",25.4,1098.88,"FOR","OTH","Runoff plot"
